,cut,color,clarity,carat,depth,table,price,x (Premium),z (Very Good),y (Good)
20780,2,4,5,0.47,62.7,55.0,989,4.95,3.15,5.08
20781,2,2,7,0.4,60.1,57.0,990,4.78,2.89,4.83
20782,2,1,4,0.41,61.3,55.0,990,4.8,2.95,4.83
20783,2,3,2,0.46,61.4,56.0,990,4.97,3.06,4.99
20784,2,2,1,0.32,60.7,56.0,990,4.43,2.7,4.46
20785,2,2,6,0.32,62.3,56.0,990,4.38,2.72,4.35
20786,2,2,6,0.32,61.8,56.0,990,4.45,2.74,4.42
20787,2,0,4,0.35,63.0,57.0,990,4.51,2.83,4.48
20788,2,2,6,0.32,61.4,56.0,990,4.42,2.7,4.38
20789,2,2,6,0.32,61.8,55.0,990,4.41,2.71,4.36
20790,2,2,6,0.32,62.1,56.0,990,4.43,2.74,4.39
20791,2,2,6,0.32,61.7,56.0,990,4.42,2.72,4.4
20792,2,3,2,0.44,62.7,57.0,990,4.85,3.03,4.82
20793,2,3,2,0.44,61.5,57.0,990,4.88,3.0,4.87
20794,2,0,2,0.4,60.8,57.0,990,4.81,2.91,4.77
20795,2,0,2,0.4,59.6,57.0,990,4.82,2.86,4.77
20796,2,0,2,0.4,61.8,55.0,990,4.78,2.94,4.74
20797,2,0,2,0.4,62.1,56.0,990,4.74,2.93,4.7
20798,2,0,2,0.4,62.0,56.0,990,4.71,2.91,4.68
20799,2,2,4,0.33,59.9,56.0,990,4.54,2.71,4.51
20800,2,5,3,0.51,61.3,55.0,991,5.18,3.18,5.19
20801,2,0,7,0.38,60.3,57.0,992,4.71,2.86,4.77
20802,2,3,1,0.33,61.5,56.0,992,4.46,2.75,4.48
20803,2,2,2,0.42,60.6,57.0,992,4.9,2.95,4.84
20804,2,5,4,0.42,62.0,55.0,992,4.85,3.0,4.83
20805,2,2,2,0.42,60.9,55.0,992,4.88,2.96,4.84
20806,2,2,2,0.42,62.0,57.0,992,4.83,2.99,4.81
20807,2,1,2,0.42,61.5,55.0,992,4.9,2.99,4.82
20808,2,1,2,0.42,62.6,57.0,992,4.84,3.02,4.81
20809,2,1,2,0.42,61.3,57.0,992,4.81,2.94,4.79
20810,2,1,2,0.42,62.3,57.0,992,4.8,2.98,4.76
20811,2,4,5,0.42,62.9,56.0,992,4.79,2.99,4.72
20812,2,4,5,0.42,62.5,57.0,992,4.81,2.99,4.76
20813,2,3,6,0.38,61.7,55.0,993,4.67,2.89,4.7
20814,2,3,6,0.38,61.9,56.0,993,4.67,2.9,4.7
20815,2,0,2,0.43,62.5,55.0,993,4.83,3.01,4.8
20816,2,2,7,0.4,60.4,56.0,994,4.79,2.9,4.82
20817,2,2,6,0.35,60.6,56.0,994,4.58,2.78,4.59
20818,2,2,6,0.35,60.6,57.0,994,4.57,2.78,4.6
20819,2,6,6,0.41,61.2,57.0,994,4.82,2.94,4.79
20820,2,6,6,0.41,62.0,57.0,994,4.79,2.95,4.73
20821,2,3,6,0.4,62.6,57.0,995,4.66,2.94,4.73
20822,2,4,6,0.34,61.8,57.0,995,4.46,2.75,4.44
20823,2,4,6,0.34,62.9,57.0,995,4.47,2.8,4.44
20824,2,4,6,0.34,62.0,54.0,995,4.48,2.77,4.46
20825,2,3,7,0.34,61.1,57.0,995,4.52,2.75,4.48
20826,2,3,7,0.34,62.6,54.0,995,4.47,2.79,4.44
20827,2,3,7,0.34,61.9,57.0,995,4.48,2.76,4.44
20828,2,3,7,0.34,62.1,55.0,995,4.48,2.77,4.44
20829,2,3,7,0.34,61.6,56.0,995,4.49,2.76,4.47
20830,2,2,6,0.3,61.9,57.0,995,4.32,2.67,4.3
20831,2,2,3,0.45,62.5,57.0,996,4.9,3.05,4.86
20832,2,0,7,0.37,61.6,54.0,997,4.61,2.85,4.64
20833,2,3,6,0.4,60.2,60.0,997,4.78,2.89,4.82
20834,2,2,6,0.37,61.3,56.0,997,4.65,2.86,4.68
20835,2,5,4,0.46,62.0,54.0,997,4.97,3.09,4.99
20836,2,1,4,0.41,60.5,58.0,997,4.81,2.92,4.85
20837,2,0,7,0.31,61.9,55.0,997,4.39,2.71,4.36
20838,2,0,7,0.31,60.9,57.0,997,4.42,2.68,4.38
20839,2,1,7,0.36,61.9,55.0,998,4.57,2.84,4.61
20840,2,0,4,0.34,60.3,56.0,998,4.53,2.74,4.56
20841,2,2,4,0.38,62.4,54.0,998,4.68,2.91,4.64
20842,2,0,5,0.38,62.0,56.0,998,4.68,2.89,4.64
20843,2,2,4,0.38,62.8,56.0,998,4.64,2.9,4.59
20844,2,3,4,0.38,62.5,56.0,998,4.64,2.88,4.58
20845,2,6,2,0.53,61.6,55.0,999,5.2,3.21,5.23
20846,2,2,1,0.34,61.8,55.0,999,4.49,2.78,4.51
20847,2,1,5,0.41,61.8,57.0,999,4.78,2.95,4.76
20848,2,1,5,0.41,61.8,54.0,999,4.79,2.95,4.76
20849,2,1,5,0.41,62.4,54.0,999,4.79,2.98,4.76
20850,2,1,5,0.41,62.1,57.0,999,4.79,2.96,4.74
20851,2,1,5,0.41,61.6,55.0,999,4.79,2.94,4.75
20852,2,1,5,0.41,62.0,56.0,999,4.79,2.95,4.72
20853,2,1,5,0.41,62.1,56.0,999,4.76,2.95,4.74
20854,2,1,5,0.41,62.3,56.0,999,4.77,2.96,4.74
20855,2,1,5,0.41,62.5,55.0,999,4.77,2.97,4.74
20856,2,1,5,0.41,61.8,56.0,999,4.78,2.94,4.74
20857,2,1,4,0.37,61.3,55.0,999,4.68,2.86,4.65
20858,2,1,4,0.38,61.6,56.0,1000,4.65,2.87,4.67
20859,2,1,4,0.38,61.9,56.0,1000,4.63,2.88,4.67
20860,2,0,6,0.3,61.3,57.0,1000,4.29,2.64,4.32
20861,2,0,6,0.3,61.1,57.0,1000,4.34,2.66,4.36
20862,2,1,4,0.38,62.1,56.0,1000,4.62,2.88,4.65
20863,2,1,4,0.38,61.6,56.0,1000,4.62,2.86,4.66
20864,2,1,4,0.38,62.7,55.0,1000,4.6,2.9,4.65
20865,2,3,6,0.34,61.8,56.0,1000,4.45,2.77,4.51
20866,2,3,6,0.41,61.8,55.0,1000,4.76,2.95,4.79
20867,2,1,6,0.35,61.7,54.0,1000,4.56,2.82,4.58
20868,2,4,3,0.53,61.5,56.0,1000,5.21,3.21,5.23
20869,2,5,2,0.51,61.9,54.0,1000,5.12,3.18,5.15
20870,2,5,2,0.51,61.7,54.0,1000,5.18,3.2,5.19
20871,2,2,6,0.41,61.3,56.0,1001,4.8,2.95,4.82
20872,2,1,6,0.34,61.8,57.0,1001,4.47,2.77,4.5
20873,2,3,1,0.35,62.0,54.0,1001,4.54,2.82,4.56
20874,2,3,1,0.35,61.7,55.0,1001,4.52,2.8,4.55
20875,2,3,1,0.35,61.5,55.0,1001,4.53,2.8,4.57
20876,2,3,1,0.35,61.9,54.0,1001,4.56,2.83,4.58
20877,2,3,1,0.35,61.3,55.0,1001,4.57,2.81,4.6
20878,2,0,4,0.36,61.8,55.0,1002,4.58,2.82,4.54
20879,2,2,7,0.32,61.3,56.0,1002,4.42,2.72,4.45
20880,2,6,3,0.53,62.3,58.0,1002,5.13,3.21,5.17
20881,2,1,1,0.31,61.3,58.0,1002,4.37,2.69,4.4
20882,2,0,5,0.33,62.1,56.0,1002,4.48,2.77,4.44
20883,2,1,4,0.33,61.6,56.0,1002,4.46,2.74,4.43
20884,2,1,4,0.33,60.2,57.0,1002,4.52,2.71,4.48
20885,2,1,4,0.33,59.6,56.0,1002,4.54,2.69,4.49
20886,2,1,4,0.33,60.6,57.0,1002,4.54,2.74,4.5
20887,2,0,5,0.33,62.1,56.0,1002,4.47,2.76,4.42
20888,2,0,5,0.33,61.8,56.0,1002,4.48,2.76,4.45
20889,2,0,5,0.33,61.8,56.0,1002,4.44,2.73,4.4
20890,2,0,5,0.33,60.7,57.0,1002,4.5,2.72,4.46
20891,2,0,5,0.33,60.9,55.0,1002,4.5,2.73,4.46
20892,2,0,5,0.33,60.9,55.0,1002,4.5,2.73,4.47
20893,2,0,5,0.33,61.9,53.0,1002,4.49,2.77,4.46
20894,2,0,5,0.33,62.1,55.0,1002,4.46,2.76,4.43
20895,2,0,5,0.33,62.1,54.0,1002,4.46,2.76,4.43
20896,2,0,5,0.33,62.3,56.0,1002,4.46,2.77,4.43
20897,2,0,5,0.33,62.5,56.0,1002,4.46,2.78,4.43
20898,2,0,5,0.33,62.8,54.0,1002,4.46,2.79,4.43
20899,2,0,5,0.33,62.3,57.0,1002,4.45,2.76,4.41
20900,2,0,5,0.33,62.5,55.0,1002,4.45,2.77,4.41
20901,2,0,5,0.33,61.9,56.0,1002,4.44,2.74,4.42
20902,2,0,5,0.33,61.9,57.0,1002,4.47,2.75,4.42
20903,2,0,5,0.33,62.6,56.0,1002,4.43,2.76,4.39
20904,2,1,4,0.33,62.6,57.0,1002,4.42,2.76,4.4
20905,2,1,4,0.33,62.7,57.0,1002,4.45,2.77,4.38
20906,2,0,4,0.4,60.6,56.0,1003,4.78,2.91,4.82
20907,2,1,5,0.44,61.5,56.0,1003,4.9,3.02,4.92
20908,2,1,5,0.44,62.4,57.0,1003,4.88,3.05,4.9
20909,2,1,5,0.44,61.9,55.0,1003,4.86,3.02,4.89
20910,2,2,7,0.34,61.0,56.0,1003,4.54,2.78,4.57
20911,2,2,7,0.34,61.8,55.0,1003,4.46,2.77,4.51
20912,2,3,5,0.4,60.5,57.0,1003,4.74,2.89,4.8
20913,2,0,5,0.37,61.4,55.0,1003,4.64,2.86,4.67
20914,2,2,4,0.39,62.0,55.0,1003,4.66,2.9,4.69
20915,2,3,6,0.39,58.8,62.0,1004,4.77,2.81,4.79
20916,2,2,4,0.38,61.1,56.0,1004,4.7,2.86,4.65
20917,2,1,4,0.39,62.2,53.3,1004,4.68,2.92,4.7
20918,2,1,4,0.39,62.3,54.4,1004,4.66,2.91,4.69
20919,2,1,4,0.41,61.6,54.0,1004,4.77,2.95,4.8
20920,2,1,4,0.39,62.7,53.6,1004,4.67,2.93,4.69
20921,2,6,2,0.51,61.5,56.0,1004,5.14,3.17,5.17
20922,2,1,1,0.32,60.6,60.0,1004,4.43,2.69,4.45
20923,2,3,4,0.43,61.6,55.1,1005,4.85,3.0,4.89
20924,2,1,4,0.4,61.2,55.0,1005,4.79,2.92,4.76
20925,2,5,7,0.46,61.4,57.0,1006,4.96,3.06,5.0
20926,2,0,4,0.42,61.4,55.0,1006,4.8,2.98,4.9
20927,2,4,5,0.47,62.0,54.0,1006,4.99,3.1,5.01
20928,2,0,4,0.33,61.3,55.0,1006,4.46,2.74,4.48
20929,2,3,1,0.36,62.0,57.0,1006,4.54,2.82,4.58
20930,2,2,4,0.41,62.1,56.0,1007,4.77,2.97,4.8
20931,2,0,5,0.41,61.6,55.0,1007,4.74,2.93,4.77
20932,2,0,5,0.41,62.4,54.0,1007,4.74,2.97,4.78
20933,2,3,7,0.41,61.8,56.0,1007,4.74,2.94,4.78
20934,2,2,4,0.41,61.9,55.0,1007,4.76,2.96,4.8
20935,2,0,5,0.41,62.2,57.0,1007,4.72,2.95,4.76
20936,2,3,7,0.41,62.5,55.0,1007,4.75,2.97,4.76
20937,2,0,5,0.41,61.7,56.0,1007,4.78,2.96,4.81
20938,2,2,4,0.41,61.8,56.0,1007,4.75,2.95,4.79
20939,2,2,4,0.41,61.3,55.0,1007,4.79,2.95,4.83
20940,2,3,7,0.41,61.0,57.0,1007,4.78,2.92,4.8
20941,2,0,5,0.41,61.9,56.0,1007,4.77,2.96,4.8
20942,2,1,4,0.41,61.4,55.0,1007,4.8,2.96,4.84
20943,2,2,4,0.41,62.1,56.0,1007,4.74,2.95,4.76
20944,2,2,4,0.41,60.8,56.0,1007,4.76,2.92,4.79
20945,2,2,4,0.41,62.0,55.0,1007,4.77,2.97,4.81
20946,2,5,1,0.41,62.6,57.0,1007,4.74,2.98,4.78
20947,2,0,5,0.41,62.4,55.0,1007,4.76,2.98,4.79
20948,2,2,4,0.41,61.9,57.0,1007,4.73,2.94,4.77
20949,2,0,5,0.41,62.2,54.0,1007,4.77,2.98,4.81
20950,2,2,4,0.41,60.6,57.0,1007,4.79,2.92,4.84
20951,2,2,4,0.41,62.3,55.0,1007,4.77,2.98,4.79
20952,2,5,5,0.32,60.6,56.0,485,4.42,2.69,4.46
20953,2,4,5,0.3,62.5,53.2,486,4.29,2.69,4.34
20954,2,4,5,0.3,61.9,54.6,486,4.27,2.67,4.33
20955,2,5,4,0.3,62.2,53.9,486,4.29,2.68,4.33
20956,2,1,2,0.24,62.5,56.0,486,4.01,2.5,3.99
20957,2,2,4,0.41,61.3,57.0,1007,4.77,2.93,4.79
20958,2,3,7,0.41,61.3,56.0,1007,4.77,2.93,4.79
20959,2,3,7,0.41,62.2,56.0,1007,4.75,2.97,4.8
20960,2,0,5,0.41,61.5,57.0,1007,4.77,2.94,4.79
20961,2,2,4,0.41,62.6,55.0,1007,4.75,2.98,4.77
20962,2,3,7,0.41,61.1,55.0,1007,4.8,2.94,4.83
20963,2,2,4,0.41,62.0,57.0,1007,4.73,2.94,4.76
20964,2,2,4,0.41,62.5,57.0,1007,4.75,2.97,4.76
20965,2,2,4,0.41,62.0,56.0,1007,4.77,2.97,4.81
20966,2,2,4,0.41,60.8,57.0,1007,4.77,2.91,4.8
20967,2,3,7,0.41,60.4,56.0,1007,4.8,2.91,4.83
20968,2,3,7,0.41,61.3,56.0,1007,4.76,2.92,4.77
20969,2,2,4,0.41,62.7,55.0,1007,4.74,2.98,4.77
20970,2,1,4,0.41,61.5,56.0,1007,4.77,2.94,4.79
20971,2,0,4,0.33,61.7,55.0,1007,4.48,2.77,4.5
20972,2,3,4,0.39,62.0,55.0,1008,4.66,2.9,4.71
20973,2,3,4,0.39,62.6,55.0,1008,4.66,2.93,4.69
20974,2,1,7,0.38,59.9,61.0,1008,4.71,2.83,4.74
20975,2,0,7,0.32,60.9,57.0,1008,4.39,2.7,4.45
20976,2,3,6,0.39,61.8,54.4,1008,4.69,2.92,4.73
20977,2,3,6,0.39,62.1,54.7,1008,4.64,2.91,4.72
20978,2,3,6,0.39,62.4,53.6,1008,4.65,2.92,4.7
20979,2,5,2,0.5,61.5,54.0,1008,5.13,3.16,5.15
20980,2,2,7,0.32,61.9,57.0,1008,4.39,2.71,4.36
20981,2,2,7,0.32,62.1,54.0,1008,4.44,2.75,4.41
20982,2,2,7,0.32,61.2,57.0,1008,4.43,2.7,4.4
20983,2,2,7,0.32,62.0,55.0,1008,4.41,2.73,4.39
20984,2,4,7,0.43,62.3,55.0,1008,4.85,3.01,4.82
20985,2,4,7,0.43,61.3,56.0,1008,4.9,2.99,4.86
20986,2,3,4,0.43,61.9,55.0,1008,4.86,3.0,4.84
20987,2,3,4,0.43,61.9,55.0,1008,4.86,3.0,4.84
20988,2,3,4,0.43,61.3,57.0,1008,4.88,2.98,4.85
20989,2,3,4,0.43,61.1,56.0,1008,4.9,2.98,4.86
20990,2,3,4,0.43,62.3,56.0,1008,4.85,3.01,4.82
20991,2,3,6,0.32,61.8,56.0,1008,4.41,2.72,4.39
20992,2,5,3,0.6,61.8,55.0,1009,5.44,3.37,5.46
20993,2,2,1,0.32,62.2,55.0,1010,4.38,2.73,4.4
20994,2,0,7,0.4,62.5,55.0,1010,4.73,2.97,4.77
20995,2,2,7,0.38,61.3,56.2,1010,4.69,2.88,4.71
20996,2,2,7,0.38,62.1,54.6,1010,4.65,2.9,4.69
20997,2,2,7,0.38,61.7,55.4,1010,4.66,2.88,4.68
20998,2,2,7,0.38,62.0,54.1,1010,4.66,2.9,4.68
20999,2,1,7,0.32,61.3,55.0,1010,4.41,2.71,4.43
21000,2,1,7,0.32,61.5,56.0,1010,4.41,2.72,4.44
21001,2,3,5,0.4,61.0,57.0,1010,4.74,2.9,4.77
21002,2,3,3,0.5,61.2,56.0,1011,5.13,3.15,5.17
21003,2,2,4,0.35,62.4,57.0,1011,4.52,2.81,4.49
21004,2,4,6,0.41,61.5,55.0,1011,4.81,2.95,4.79
21005,2,2,7,0.4,62.2,55.0,1012,4.75,2.96,4.77
21006,2,1,7,0.41,62.5,57.0,1013,4.71,2.96,4.76
21007,2,1,7,0.38,62.5,53.0,1013,4.62,2.9,4.66
21008,2,0,5,0.38,61.8,56.0,1013,4.65,2.88,4.67
21009,2,2,4,0.38,61.1,56.0,1013,4.69,2.87,4.71
21010,2,1,1,0.3,61.1,57.0,1013,4.31,2.64,4.33
21011,2,2,4,0.36,60.1,57.0,1013,4.67,2.79,4.62
21012,2,1,7,0.3,61.9,57.0,1013,4.31,2.66,4.28
21013,2,2,1,0.3,61.1,57.0,1013,4.39,2.67,4.35
21014,2,1,7,0.3,60.2,57.0,1013,4.4,2.64,4.37
21015,2,1,7,0.3,61.7,57.0,1013,4.34,2.67,4.31
21016,2,1,7,0.3,61.9,57.0,1013,4.32,2.66,4.28
21017,2,1,7,0.3,61.8,56.0,1013,4.33,2.67,4.31
21018,2,1,5,0.36,61.2,56.0,1013,4.63,2.82,4.59
21019,2,2,4,0.36,61.9,56.0,1013,4.59,2.83,4.56
21020,2,1,7,0.3,61.8,56.0,1013,4.35,2.68,4.33
21021,2,2,1,0.3,62.0,56.0,1013,4.34,2.68,4.3
21022,2,1,7,0.3,61.7,55.0,1013,4.31,2.65,4.28
21023,2,1,7,0.3,61.6,57.0,1013,4.32,2.65,4.29
21024,2,1,7,0.3,61.4,57.0,1013,4.34,2.66,4.32
21025,2,1,5,0.36,60.8,56.0,1013,4.64,2.81,4.6
21026,2,1,5,0.36,62.6,56.0,1013,4.56,2.84,4.52
21027,2,1,5,0.36,61.7,55.0,1013,4.63,2.84,4.57
21028,2,4,1,0.36,61.9,57.0,1013,4.6,2.83,4.55
21029,2,1,5,0.36,61.9,56.0,1013,4.59,2.83,4.56
21030,2,1,5,0.36,61.2,56.0,1013,4.62,2.82,4.6
21031,2,1,5,0.36,61.1,56.0,1013,4.63,2.82,4.6
21032,2,1,5,0.36,61.9,56.0,1013,4.56,2.82,4.55
21033,2,1,5,0.36,62.1,55.0,1013,4.58,2.83,4.54
21034,2,1,5,0.36,62.8,55.0,1013,4.56,2.84,4.49
21035,2,1,5,0.36,62.8,56.0,1013,4.54,2.84,4.51
21036,2,4,1,0.3,61.5,56.0,1013,4.34,2.66,4.31
21037,2,4,1,0.3,60.8,56.0,1013,4.37,2.65,4.35
21038,2,4,1,0.3,62.1,55.0,1013,4.3,2.66,4.27
21039,2,4,1,0.3,61.8,55.0,1013,4.31,2.66,4.3
21040,2,3,6,0.3,61.7,55.0,1013,4.34,2.67,4.32
21041,2,3,6,0.3,62.0,55.0,1013,4.34,2.68,4.31
21042,2,3,6,0.3,62.6,54.0,1013,4.32,2.7,4.31
21043,2,3,6,0.3,62.3,54.0,1013,4.33,2.69,4.31
21044,2,3,6,0.3,62.3,55.0,1013,4.31,2.68,4.29
21045,2,3,6,0.3,61.7,57.0,1013,4.32,2.66,4.3
21046,2,3,6,0.3,61.3,56.0,1013,4.34,2.65,4.3
21047,2,3,6,0.3,62.2,57.0,1013,4.31,2.67,4.27
21048,2,3,6,0.3,62.6,54.0,1013,4.28,2.67,4.25
21049,2,3,6,0.3,62.9,57.0,1013,4.3,2.69,4.26
21050,2,5,5,0.45,61.7,59.0,1013,4.96,3.04,4.91
21051,2,0,7,0.32,62.2,56.0,1014,4.41,2.73,4.37
21052,2,0,7,0.32,61.7,55.0,1014,4.42,2.72,4.39
21053,2,1,6,0.34,62.0,56.0,1014,4.48,2.79,4.52
21054,2,1,6,0.34,62.2,56.0,1014,4.44,2.77,4.46
21055,2,1,6,0.34,62.3,56.0,1014,4.45,2.78,4.48
21056,2,1,6,0.34,62.1,57.0,1014,4.46,2.78,4.5
21057,2,1,6,0.34,61.9,56.0,1014,4.47,2.78,4.51
21058,2,3,1,0.34,61.9,54.0,1014,4.46,2.77,4.49
21059,2,3,1,0.34,61.7,55.0,1014,4.48,2.77,4.5
21060,2,1,6,0.34,62.2,56.0,1014,4.45,2.78,4.49
21061,2,3,1,0.34,60.1,57.0,1014,4.54,2.74,4.58
21062,2,3,1,0.34,61.6,56.0,1014,4.48,2.77,4.51
21063,2,3,1,0.34,61.9,57.0,1014,4.47,2.77,4.48
21064,2,1,4,0.42,61.7,57.0,1014,4.78,2.96,4.81
21065,2,2,7,0.4,62.0,56.0,1015,4.73,2.94,4.76
21066,2,2,7,0.4,61.5,59.0,1015,4.75,2.94,4.81
21067,2,0,2,0.41,61.0,57.0,1015,4.8,2.92,4.78
21068,2,0,2,0.41,61.6,55.0,1015,4.8,2.95,4.78
21069,2,0,2,0.41,60.8,57.0,1015,4.84,2.93,4.8
21070,2,0,2,0.41,60.3,57.0,1015,4.86,2.92,4.82
21071,2,0,2,0.41,62.3,55.0,1015,4.79,2.98,4.77
21072,2,0,2,0.41,61.4,56.0,1015,4.8,2.94,4.77
21073,2,0,2,0.41,61.7,54.0,1015,4.79,2.95,4.78
21074,2,0,2,0.41,62.7,56.0,1015,4.78,2.98,4.73
21075,2,0,2,0.41,62.6,57.0,1015,4.78,2.98,4.74
21076,2,0,2,0.41,62.2,57.0,1015,4.76,2.94,4.7
21077,2,2,3,0.5,61.6,57.0,1016,5.14,3.15,5.08
21078,2,4,3,0.51,62.1,55.0,1016,5.12,3.18,5.14
21079,2,2,2,0.43,61.8,56.0,1016,4.87,3.0,4.84
21080,2,2,2,0.43,61.7,54.0,1016,4.9,3.01,4.86
21081,2,2,2,0.43,61.6,57.0,1016,4.85,2.97,4.8
21082,2,1,2,0.43,62.9,56.0,1016,4.83,3.03,4.8
21083,2,1,2,0.43,61.5,56.0,1016,4.9,3.0,4.85
21084,2,1,2,0.43,62.3,57.0,1016,4.82,2.99,4.78
21085,2,4,6,0.4,61.4,57.0,1017,4.74,2.93,4.81
21086,2,4,6,0.4,62.0,54.0,1017,4.72,2.94,4.76
21087,2,4,6,0.4,62.3,54.0,1017,4.74,2.96,4.77
21088,2,4,6,0.4,62.2,55.0,1017,4.7,2.94,4.75
21089,2,4,6,0.43,61.6,55.0,1017,4.85,3.0,4.89
21090,2,4,4,0.4,62.7,59.0,1017,4.74,2.96,4.7
21091,2,4,4,0.4,61.8,59.0,1017,4.74,2.92,4.72
21092,2,4,1,0.35,60.8,56.0,1017,4.61,2.8,4.6
21093,2,4,1,0.35,60.7,56.0,1017,4.62,2.8,4.61
21094,2,0,7,0.39,60.0,56.0,1018,4.77,2.87,4.79
21095,2,0,4,0.41,61.2,57.0,1018,4.77,2.93,4.81
21096,2,0,4,0.41,62.3,56.0,1018,4.71,2.96,4.79
21097,2,1,1,0.32,62.3,54.0,1018,4.38,2.74,4.41
21098,2,1,1,0.32,62.9,54.0,1018,4.37,2.76,4.41
21099,2,1,1,0.32,61.1,56.0,1018,4.42,2.72,4.48
21100,2,1,1,0.32,61.1,58.0,1018,4.42,2.71,4.45
21101,2,1,1,0.32,62.3,53.0,1018,4.39,2.74,4.41
21102,2,1,1,0.32,61.9,55.0,1018,4.38,2.72,4.41
21103,2,0,4,0.36,62.8,55.0,1018,4.55,2.85,4.52
21104,2,6,2,0.31,62.4,53.0,379,4.38,2.74,4.4
21105,2,3,3,0.3,61.7,57.0,382,4.26,2.64,4.3
21106,2,3,3,0.3,62.5,56.0,382,4.28,2.68,4.3
21107,2,5,2,0.3,61.8,57.0,382,4.3,2.67,4.34
21108,2,4,2,0.27,61.3,55.0,383,4.17,2.57,4.21
21109,2,6,5,0.3,62.1,56.0,384,4.29,2.68,4.34
21110,2,6,5,0.3,61.6,56.0,384,4.31,2.66,4.33
21111,2,3,4,0.23,61.6,55.0,384,3.96,2.45,3.99
21112,2,6,2,0.32,61.8,54.9,384,4.39,2.72,4.42
21113,2,5,5,0.26,62.0,56.0,385,4.13,2.55,4.09
21114,2,0,5,0.28,61.2,57.0,487,4.2,2.58,4.23
21115,2,3,2,0.3,61.2,56.0,487,4.33,2.65,4.36
21116,2,3,2,0.3,60.6,57.0,487,4.34,2.63,4.37
21117,2,3,2,0.3,61.8,56.0,487,4.31,2.67,4.34
21118,2,1,4,0.28,61.4,56.0,487,4.2,2.59,4.24
21119,2,0,5,0.28,62.4,57.0,487,4.16,2.61,4.2
21120,2,6,4,0.37,62.6,57.0,487,4.54,2.85,4.57
21121,2,1,4,0.28,62.0,56.0,487,4.18,2.6,4.21
21122,2,6,4,0.37,62.4,55.0,487,4.59,2.88,4.64
21123,2,6,6,0.46,61.8,56.0,1018,4.97,3.06,4.93
21124,2,6,6,0.46,62.5,56.0,1018,4.93,3.07,4.89
21125,2,2,2,0.46,62.5,56.0,1018,4.94,3.08,4.92
21126,2,0,4,0.41,62.6,55.0,1019,4.75,2.98,4.77
21127,2,5,2,0.52,62.0,54.0,1019,5.17,3.21,5.19
21128,2,3,0,0.57,59.5,57.0,1019,5.46,3.24,5.42
21129,2,1,5,0.4,61.9,54.0,1020,4.74,2.93,4.73
21130,2,4,3,0.53,61.6,54.0,1020,5.22,3.23,5.26
21131,2,4,3,0.53,61.9,54.0,1020,5.21,3.23,5.23
21132,2,2,3,0.5,61.3,58.0,1020,5.1,3.13,5.12
21133,2,1,6,0.32,61.7,55.0,1020,4.42,2.72,4.39
21134,2,1,6,0.32,60.9,57.0,1020,4.45,2.7,4.42
21135,2,1,6,0.32,61.6,56.0,1020,4.42,2.72,4.41
21136,2,1,6,0.32,61.3,57.0,1020,4.43,2.7,4.38
21137,2,1,6,0.32,61.7,56.0,1020,4.42,2.72,4.4
21138,2,1,6,0.32,61.9,55.0,1020,4.41,2.72,4.38
21139,2,3,1,0.32,60.5,57.0,1020,4.44,2.68,4.42
21140,2,3,1,0.32,61.8,55.0,1020,4.43,2.73,4.41
21141,2,3,1,0.32,62.9,55.0,1020,4.41,2.76,4.37
21142,2,3,1,0.32,62.4,55.0,1020,4.42,2.75,4.4
21143,2,3,1,0.32,61.2,57.0,1020,4.43,2.7,4.4
21144,2,3,1,0.32,60.9,56.0,1020,4.43,2.69,4.41
21145,2,3,2,0.4,62.6,55.0,1020,4.71,2.93,4.69
21146,2,2,6,0.36,61.5,54.0,1021,4.59,2.83,4.62
21147,2,2,6,0.33,61.8,57.0,1021,4.47,2.75,4.43
21148,2,2,6,0.33,61.9,56.0,1021,4.47,2.75,4.42
21149,2,0,7,0.33,60.9,57.0,1021,4.48,2.72,4.46
21150,2,2,6,0.33,62.4,55.0,1021,4.42,2.75,4.4
21151,2,2,6,0.33,61.7,57.0,1021,4.47,2.75,4.44
21152,2,2,6,0.33,62.4,55.0,1021,4.47,2.78,4.44
21153,2,2,6,0.33,61.9,55.0,1021,4.44,2.74,4.42
21154,2,2,6,0.33,61.8,57.0,1021,4.46,2.75,4.44
21155,2,0,7,0.33,61.1,56.0,1021,4.46,2.72,4.44
21156,2,5,2,0.51,62.5,57.0,1023,5.07,3.18,5.1
21157,2,3,6,0.42,60.9,55.0,1023,4.83,2.96,4.89
21158,2,6,2,0.51,62.5,58.0,1023,5.11,3.2,5.13
21159,2,4,4,0.41,61.0,54.0,1024,4.84,2.94,4.8
21160,2,2,4,0.39,62.3,57.0,1024,4.69,2.91,4.65
21161,2,2,4,0.39,62.2,56.0,1024,4.7,2.9,4.63
21162,2,1,5,0.42,61.3,56.0,1024,4.85,2.96,4.81
21163,2,1,5,0.42,61.7,56.0,1024,4.82,2.97,4.8
21164,2,1,5,0.42,62.0,55.0,1024,4.82,2.98,4.8
21165,2,1,5,0.42,62.3,55.0,1024,4.83,2.99,4.77
21166,2,1,5,0.42,62.4,55.0,1024,4.8,2.99,4.79
21167,2,1,5,0.42,62.2,55.0,1024,4.83,2.99,4.79
21168,2,1,5,0.42,62.4,55.0,1024,4.83,3.0,4.79
21169,2,1,5,0.42,62.4,55.0,1024,4.83,3.0,4.79
